Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,907,AM26C321 Tssop-16,1,G33.2,,,,,,
,908,BC546 To-92,17,G34.1,,,,,,
,909,Diodo 1N4447,8,G34.2,,,,,,
,910,Transistor NPN 80V 1A ZTX450 To-92,3,G35.1,,,,,,
,911,Transistor NPN 100V 1A ZTX692B  To-92,3,G35.2,,,,,,
,912,MAX1483 Dip-8,1,G36.1,,,,,,
,913,Resistor 7R5 1/4w,42,G36.2,,,,,,
,914,Diodo Zener 15v 1w BZM55C15 Mini Melf,0,G37.1,,,,,,
,915,Diodo Zerner 56V 1W 1N4758A ,8,G37.2,,,,,,
,916,Capacitor 2700uF 35v,2,G38.1,,,,,,
,917,Diodo Retificador 150v 1A EGP10C,2,G38.2,,,,,,
,918,74HC14N Dip-14,4,G39.1,,,,,,
,919,74HC14 Tssop-14,4,G39.1,,,,,,
,920,74HC14 Soic-14 (P),16,G39.1,,,,,,
,921,PE5762,1,G39.2,,,,,,
,922,MPC507AP Dip-28,1,G40.1,,,,,,
,923,Mosfet 650v 8.5A IRFB9N65A To-220,1,G40.2,,,,,,
,924,Transistor 50v 5A 2SC5706 To-251,3,G41.1,,,,,,
,925,"SCR  0,8A 400V BT149 To-92",16,G41.2,,,,,,
,926,MAX206 Sop-24,1,G41.2,,,,,,
,927,Transistor 50v 2A 2SD1623S  Sot-89,2,G42.1,,,,,,
,928,BAV70W Sot-23 (marking code A4),11,G42.2,,,,,,
,929,Transistor 900v 11A 9R500C To-220 Isolado,1,G43.1,,,,,,
,930,Regulador 40v 5A MC33167 To-220,3,G43.2,,,,,,
,931,BAS16W Sot-323 (marking code A6),0,G44.1,,,,,,
,932,MC33063ADG Soic-8,2,G44.2,,,,,,
,933,MC74LCX541 Tsop-20,2,G45.1,,,,,,
,934,Diodo Supressor 39A 1.5SMc39AT3G SMD Uni.Direcional,4,G45.2,,,,,,
,935,BD682 To-126,2,G46.1,,,,,,
,936,Diodo Retificador 200v 5A 1N5550 ,1,G46.2,,,,,,
,937,Diodo Zener 25v 5w 1N5360 ,2,G47.1,,,,,,
,938,Diodo Supressor 5v 1N6373  Uni.Direcional,1,G47.2,,,,,,
,939,MK3870 Dip-40,10,G48.1,,,,,,
,940,CA3086 Dip-14,1,H1.1,,,,,,
,941,Diodo Zener 2v7 1/4w 1N4618 ,2,H1.2,,,,,,
,942,Zener 24v 1.5W 1N3798 To-18,1,H2.1,,,,,,
,943,Diodo Retificador 600v 1A 1N5618 ,1,H2.2,,,,,,
,944,MR822,1,H3.1,,,,,,
,945,SN74PL16R8-1N Dip-20,2,H3.2,,,,,,
,946,SN74LS74B Dip-14,2,H4.1,,,,,,
,947,IGBT 600v 54A HGTP12N60A4D To-220,3,H4.2,,,,,,
,948,SN74157 Dip-16,2,H5.1,,,,,,
,949,TMS4464-12NL Dip-18,2,H5.2,,,,,,
,950,MM2114N Dip-18,1,H6.1,,,,,,
,951,TDB0064DP Dip-14,1,H6.2,,,,,,
,952,SN7414N Dip-14,1,H7.1,,,,,,
,953,SN74298N Dip-16,1,H7.2,,,,,,
,954,TL185C Dip-16,1,H8.1,,,,,,
,955,FPN4888 To-92,4,H8.2,,,,,,
,956,Diodo Supressor P6KE440CA Bi.Direcional,5,H9.1,,,,,,
,957,SN74157N Dip-16,1,H9.2,,,,,,
,958,HAA9131 Dip-16,2,H10.1,,,,,,
,959,Diodo Retificador 400v 1A SK1/04,2,H10.2,,,,,,
,960,"Capacitor Poliester 22nF 275Vac (0,022uF)",1,H11.1,,,,,,
,961,Triac 400v 25A TIC263 To-247,4,H11.2,,,,,,
,962,SLVU2.8-4 Soic-8,1,H12.1,,,,,,
,963,Regulador L7809 To-220,2,H12.2,,,,,,
,964,Regulador L78L09 To-92,2,H12.2,,,,,,
,965,Regulador L7915 To-220,1,H13.1,,,,,,
,966,Regulador L7915 To-3,4,H13.1,,,,,,
,967,Transistor BD139N To-126,27,H13.2,,,,,,
,968,AM29F040B-70JF PLCC-32,1,H14.1,,,,,,
,969,Transistor BDX35 To-126,1,H14.2,,,,,,
,970,Transistor BD680G To-126,1,H15.1,,,,,,
,971,SCR 650v 12A BT151-650R To-220,0,H15.2,,,,,,
,972,Transistor 100v 12A BDW94C To-220,1,H16.1,,,,,,
,973,Resistor 1.21K SMD 1206 1%,2,H16.2,,,,,,
,974,Transistor CPN2222 To-92,5,H17.1,,,,,,
,975,MMBD1505A Sot-23,2,H17.2,,,,,,
,976,Transistor BTA138-600E To-220,1,H18.1,,,,,,
,977,MAX6305UK  Sot-23-5,1,H18.2,,,,,,
,978,Transistor CBF199 To-92,2,H19.1,,,,,,
,979,Transistor F198PH99 To-92,1,H19.2,,,,,,
,980,Transistor BS170-717 To-92,2,H20.1,,,,,,
,981,Transistor BC516 To-92,2,H20.2,,,,,,
,982,Diodo Zener 5v1   1/2w 1N751 ,5,H21.1,,,,,,
,983,Transistor BC550B To-92,7,H21.2,,,,,,
,984,Transistor BC548B To-92,15,H22.1,,,,,,
,985,Regulador MC79L24 To-92,2,H22.2,,,,,,
,986,Regulador L7908 T2-220,3,H23.1,,,,,,
,987,Regulador L79L08 To-92,1,H23.1,,,,,,
,988,Transistor BC549B To-92,2,H23.2,,,,,,
,989,TH3L10Z ,1,H24.1,,,,,,
,990,Capacitor Tantalo Gota 1uF 35V ,1,H24.2,,,,,,
,991,Transistor 60v 5A 2SC2562 To-220,12,H25.1,,,,,,
,992,Retificador 50v 8A C122F1 To-220,2,H25.2,,,,,,
,993,Mosfet 100v 33A FQP33N10E  To-220,2,H26.1,,,,,,
,994,74ACT245 DIP-20,1,H26.2,,,,,,
,995,HCPL3140 Dip-8,1,H27.1,,,,,,
,996,Mosfet 100v 42A IRFP150N To-247,1,H27.2,,,,,,
,997,Mosfet 200v 20A IRFP240  To-247,1,H28.1,,,,,,
,998,Transistor 100v 15A TIP2955 To-247,1,H28.2,,,,,,
,999,DG301ACWE WideSoic-16,2,H29.1,,,,,,
,1000,Transistor 60v 5A TIP125 To-220,2,H29.2,,,,,,
,1001,MUR860 To-220,3,H30.1,,,,,,
,1002,NID5003NT4G(NCV8403ADTRKG) Dpak,2,H30.2,,,,,,
,1003,LED RGB,5,H31.1,,,,,,
,1004,Transistor BD135 To-126,3,H31.2,,,,,,
,1005,Regulador MCT7824CT To-220,4,H32.1,,,,,,
,1006,Regulador L7818 To-220,10,H32.2,,,,,,
,1007,Triac 400v 16A TIC246D To-220,5,H33.1,,,,,,
,1008,Transistor 2SA1943 To-247,2,H33.2,,,,,,
,1009, LM317T  To-220,3,H34.1,,,,,,
,1010,LM317LM Soic-8,0,H34.1,,,,,,
,1011,LM317ABG D-Pak,1,H34.1,,,,,,
,1012,IGBT 600v 60A IXGH30N60A To-247,2,H34.2,,,,,,
,1013,Regulador LR645 To-220,1,H35.1,,,,,,
,1014,Transistor BC337 To-92,8,H35.2,,,,,,
,1015,Transistor 2SB703 To-220,1,H36.1,,,,,,
,1016,LTC1257 Dip-8,2,H36.2,,,,,,
,1017,Mosfet 600v 12A 2SK2699 To-247,4,H37.1,,,,,,
,1018,IRFU9310 / J130 To-251,2,H37.2,,,,,,
,1019,CD4020 DIP-16,1,H38.1,,,,,,
,1020,SiLR645 To-92,9,H38.2,,,,,,
,1021,MMSZ4698 SMD (marking code DFX),5,H39.1,,,,,,
,1022,MC14106 Dip-14,1,H39.2,,,,,,
,1023,MC14106 Soic-14,1,H39.2,,,,,,
,1024,Regulador L200C To-220,1,H40.1,,,,,,
,1025,BZT52B2V7-V-GS08 / BZT52B2V7-E3-08 SMD (marking code W2),4,H40.2,,,,,,
,1026,Diodo 200v 1A BAV20,2,H41.1,,,,,,
,1027,HCPL0710 Soic-8,1,H41.2,,,,,,
,1028,Diodo 250v 1A BAV21,6,H42.1,,,,,,
,1029,TL082CN Dip-8,9,H42.2,,,,,,
,1030,TL082C Soic-8,12,H42.2,,,,,,
,1031,SCR 1200v 25A TYN1225 To-220,0,H43.1,,,,,,
,1032,4N35 Dip-6,4,H43.2,,,,,,
,1033,MC34084 Dip-14,4,H44.1,,,,,,
,1034,LF351 Dip-8,1,H44.2,,,,,,
,1035,Rele 24V SR6B6K24 Schrack barreira,1,H45.1,,,,,,
,1036,A2201 Dip-8,1,H45.2,,,,,,
,1037,PC923 SMD-8,7,H46.1,,,,,,
,1038,ADM1232 Dip-8,1,H46.2,,,,,,
,1039,Diodo Zener 5v6 1.3w 1N4734,7,H47.1,,,,,,
,1040,Diodo Zener 5v6 SMD BZT52C5V6,3,H47.1,,,,,,
,1041,Capacitor 1500uf 10v,0,H47.2,,,,,,
,1042,Retificador 200v 2A BYV27 -200 ,3,H48.1,,,,,,
,1043,TIP42C To-220,7,H48.2,,,,,,
,1044,Resistor 36R 1/8w SMD 0805,3,I1.1,,,,,,
,1045,Mosfet 600v 10A FQPF10N60 To-220 Isolado,0,I1.2,,,,,,
,1046,Mosfet 100v ZVN2110A To-92,4,I2.1,,,,,,
,1047,ADM709  Soic-8,1,I2.2,,,,,,
,1048,Diodo Supressor 1.5KE220CA Bi.Direcional,4,I3.1,,,,,,
,1049,LM201ADG Soic-8,2,I3.2,,,,,,
,1050,74LVX08M Soic-14,5,I4.1,,,,,,
,1051,MCR708AG D-Pak,1,I4.2,,,,,,
,1052,IRFU9120 To-251,1,I5.1,,,,,,
,1053,Transistor 80v NIF5002NT1G Sot-89,1,I5.2,,,,,,
,1054,Diodo Avalanche 20v 3A BY203 ,1,I6.1,,,,,,
,1055,BC547B To-92,27,I6.2,,,,,,
,1056,4N36 SMD-8,1,I7.1,,,,,,
,1057,Diodo 70v 100mA BAL99LT Sot-23,2,I7.2,,,,,,
,1058,Mosfet 400v 10A IRF740 To-220,0,I8.1,,,,,,
,1059,Mosfet 400v 10A IRF740 D-Pak,1,I8.1,,,,,,
,1060,TPS79633KTTT Sot-263,1,I8.2,,,,,,
,1061,Capacitor 27uF 35V,0,I9.1,,,,,,
,1062,P87C54X2FA PLCC-44,1,I9.2,,,,,,
,1063,LM2903N Dip-8,4,I10.1,,,,,,
,1064,LM2903 Soic-8,5,I10.1,,,,,,
,1065,BC107 To-92,4,I10.2,,,,,,
,1066,BC107 To-18,4,I10.2,,,,,,
,1067,Resistor 1K8 1w,4,I11.1,,,,,,
,1068,Resistor 1K8 1/4w,19,I11.1,,,,,,
,1069,Resistor 1K8 5w,2,I11.1,,,,,,
,1070,Resistor 1K8 SMD 0603,2,I11.1,,,,,,
,1071,Resistor 1K8 SMD 2512,7,I11.1,,,,,,
,1072,M24C04  Dip-8,4,I11.2,,,,,,
,1073,Capacitor 3300uF 25V,2,I12.1,,,,,,
,1074,"Capacitor 2,2uF 63v",15,I12.2,,,,,,
,1075,Transistor 2N2646P To-92,0,I13.1,,,,,,
,1076,Transistor 2N646 To-18,7,I13.1,,,,,,
,1077,Resistor 15R4 1/4w 1%,1,I13.2,,,,,,
,1078,Diodo Zener 12v 1w BZX85C12,10,I14.1,,,,,,
,1079,LM78L Soic-8,2,I14.2,,,,,,
,1080,Resistor 1R2 1/4w (P),30,I15.1,,,,,,
,1081,Resistor 1R2 15w,1,I15.1,,,,,,
,1082,PC928 SMD-14,2,I15.2,,,,,,
,1083,Transistor 50v 1A MMBT489LT1G Sot-23 (marking code N3),4,I16.1,,,,,,
,1084,AM26LS31CDBR (marking code SA31C24) Ssop-16,2,I16.2,,,,,,
,1085,"Capacitor Polister 4,7nF 400V",23,I17.1,,,,,,
,1086,MJD45H11 D-Pak,10,I17.2,,,,,,
,1087,MJD45H11 To-220,1,I17.2,,,,,,
,1088,Diodo Supressor 22v 1SMB22AT3G SMD (marking code LX),10,I18.1,,,,,,
,1089,Diodo Retificador 1200v 3A SK3/12,10,I18.2,,,,,,
,1090,HCPL3020  Dip-8,4,I19.1,,,,,,
,1091,Capacitor 820uF 25V,5,I19.2,,,,,,
,1092,SN74HC541  Dip-20,4,I20.1,,,,,,
,1093,SN74HC541 WideSoic-20,6,I20.1,,,,,,
,1094,DS3695N  Dip-8,5,I20.2,,,,,,
,1095,DS3695 Soic-8,10,I20.2,,,,,,
,1096,1813-0093 To-3,4,I21.1,,,,,,
,1097,DM74175N Dip-16,1,I21.2,,,,,,
,1098,Diodo 1N2808 To-3,3,I22.1,,,,,,
,1099,LF412C  Soic-8,2,I22.2,,,,,,
,1100,MJD44H11 D-Pak,22,I23.1,,,,,,
,1101,Diodo 1N2814 To-3,2,I23.2,,,,,,
,1102, Transistor2N5745 To-3,4,I24.1,,,,,,
,1103,DM7405N Dip-14,1,I24.2,,,,,,
,1104,TMS4060 Dip-22,12,I25.1,,,,,,
,1105,UHP400 Dip-14,1,I25.2,,,,,,
,1106,Transistor 100v 25A TIP35C TO-247,1,I26.1,,,,,,
,1107,652615 Dip-20,2,I26.2,,,,,,
,1108,TLP550 Dip-8,21,I27.1,,,,,,
,1109,LM350T To-220,2,I27.2,,,,,,
,1110,TLP250 Dip-8,4,I28.1,,,,,,
,1111,TLP557 Dip-8,2,I28.2,,,,,,
,1112,93C06 Dip-8,4,I29.1,,,,,,
,1113,DS96176CN Dip-8,2,I29.2,,,,,,
,1114,2N2219 To-18,5,I30.1,,,,,,
,1115,2N2907 To-92,1,I30.2,,,,,,
,1116,KSP2907A To-18,2,I30.2,,,,,,
,1117,LT1037 Dip-8,1,I31.1,,,,,,
,1118,X2444P Dip-8,1,I31.2,,,,,,
,1119,Varistor  420V S20K420,1,I32.1,,,,,,
,1120,SN7515BP Dip-8 (OBSOLETO),2,I32.2,,,,,,
,1121,PTCC2 Hibrido ACS800-ABB,6,I33.1,,,,,,
,1122,LM3485MM  TSsop-8,1,I33.2,,,,,,
,1123,LS1240 Dip-8,1,I34.1,,,,,,
,1124,A2231 Dip-8,1,I34.2,,,,,,
,1125,A2231 SMD-8,1,I34.2,,,,,,
,1126,Resistor 10R SMD 1206,74,I35.1,,,,,,
,1127,Resistor 10R SMD 2512,1,I35.1,,,,,,
,1128,Resistor 10R SMD 0603,7,I35.1,,,,,,
,1129,Resistor 10R Verde SMD,2,I35.1,,,,,,
,1130,Resistor 10R 1w,3,I35.1,,,,,,
,1131,Resistor 10R 10w,1,I35.1,,,,,,
,1132,MAX203CWP So-20,2,I35-2,,,,,,
,1133,UA9638CP Dip-8,8,I36.1,,,,,,
,1134,LF442 Dip-8,3,I36.2,,,,,,
,1135,SN74HC4040N Dip-16,4,I37.1,,,,,,
,1136,74HCT02N Dip-14,3,I37.2,,,,,,
,1137,Mosfet 200v 49A IRFP260N To-247,1,I38.1,,,,,,
,1138,SN74LS00N Dip-14,4,I38.2,,,,,,
,1139,SN74LS00 Sop-14,2,I38.2,,,,,,
,1140,SN74LS00M Soic-14,1,I38.2,,,,,,
,1141,NM27C12BQ200 Dip-28,1,I39.1,,,,,,
,1142,74LS374 Dip-20,30,I39.2,,,,,,
,1143,SN74LS138N Dip-16,16,I40.1,,,,,,
,1144,SN74LS138 Sop-16,1,I40.1,,,,,,
,1145,SN74HC138 Dip-16,38,I40.1,,,,,,
,1146,SN74HC138 Soic-16,25,I40.1,,,,,,
,1147,SN74F138 Dip-16,3,I40.1,,,,,,
,1148,SN74ACT138 Dip-16,1,I40.1,,,,,,
,1149,SN74ALS164AN Dip-14,3,I41.1,,,,,,
,1150,TL084CN Dip-14,9,I41.2,,,,,,
,1151,TL084C Soic-14,5,I41.2 ,,,,,,
,1152,CD40174 Dip-16,2,I42.1,,,,,,
,1153,SN74193N Dip-16,9,I42.2,,,,,,
,1154,SN75158 Dip-8,1,I43.1,,,,,,
,1155,74HC125N Dip-14,3,I43.2,,,,,,
,1156,74HC125 Soic-14,5,I43.2,,,,,,
,1157,74HC125 Ssop-14,3,I43.2,,,,,,
,1158,PEEL18CV8P Dip-20,1,I44.1,,,,,,
,1159,SN7420N Dip-14,4,I44.2,,,,,,
,1160,TC5090AP Dip-16,5,I45.1,,,,,,
,1161,74HC139N Dip-16,8,I45.2,,,,,,
,1162,74HC139 Soic-16,10,I45.2,,,,,,
,1163,74HC139 Soic-16,4,I46.1,,,,,,
,1164,SLA4030C Dip-16,10,I46.2,,,,,,
,1165,TL431 Sot23-5,1,I47.1,,,,,,
,1166,TL431AC Soic-8 ,2,I47.1,,,,,,
,1167,TL431 To-92,3,I47.1,,,,,,
,1168,TL431CP Dip-8,9,I47.1,,,,,,
,1169,SN75176BP DIP-8,3,I47.2,,,,,,
,1170,SN75176 Soic-8,1,I47.2,,,,,,
,1171,Diodo Zener 16v 1/2w 1N966B,4,I48.1,,,,,,
,1172, PC111 Dip-8,2,I48.2,,,,,,
,1173,LT1011 Dip-8,1,J1.1,,,,,,
,1174,SN75188 (MC1488) Dip-14,8,J1.2,,,,,,
,1175,SN75188 Soic-14,5,J1.2,,,,,,
,1176,93LC86C Dip-8,1,J2.1,,,,,,
,1177,93LC86 Soic-8,1,J2.1,,,,,,
,1178,SN7438N Dip-14,4,J2.2,,,,,,
,1179,DALLAS DS1643-120,2,J3.1,,,,,,
,1180,TL061CP Dip-8,1,J3.2,,,,,,
,1181,IRF7101 Soic-8,2,J4.1,,,,,,
,1182,MAX155BCPI Dip-28,1,J4.2,,,,,,
,1183,EF68B50P Dip-24,1,J5.1,,,,,,
,1184,SN74F08 Dip-14,9,J5.2,,,,,,
,1185,SN74F08 Soic-14,5,J5.2,,,,,,
,1186,Capacitor 150uf 25v,11,J6-1,,,,,,
,1187,BSR14 Sot-23 (marking code U8W),4,J6-2,,,,,,
,1188,TLP521-4 Dip-16,3,J7.1,,,,,,
,1189,ULN2804A Dip-18,1,J7.2,,,,,,
,1190,AM27CO10-150 Dip-32,1,J8-1,,,,,,
,1191,D27C020-200 Dip-32,2,J8.2,,,,,,
,1192,Conversor DC-DC Mini,1,J9.1,,,,,,
,1193,Resistor 100K SMD 2512,2,J9.2,,,,,,
,1194,Resistor 100K 1/2w 1%,16,J9.2,,,,,,
,1195,"Resistor 100K 1/4w 0,5%",13,J9.2,,,,,,
,1196,SN74LS253N Dip-16,2,J10.1,,,,,,
,1197,TIL111 Dip-6,2,J10.2,,,,,,
,1198,D71055C Dip-40,1,J11.1,,,,,,
,1199,TL062 Soic-8,4,J11.2,,,,,,
,1200,Capacitor 1000uf 10v,7,J12.1,,,,,,
,1201,LM2594M-5.0 So-8,2,J12.2,,,,,,
,1202,PIC12F629 Dip-8,1,J13.1,,,,,,
,1203,74ACT244 WideSoic-20,1,J13.2,,,,,,
,1204,AM27C64-150DI Dip-28,1,J14.1,,,,,,
,1205,MC74ACT541DTG Tssop-20,2,J14.2,,,,,,
,1206,74ACT541 WideSoic-20,2,J14.2,,,,,,
,1207,DALLAS DS1643-C03,1,J15.1,,,,,,
,1208,DG212BDJ Dip-16,1,J15.2,,,,,,
,1209,Resistor 10K 3W,3,J16.1,,,,,,
,1210,Resistor 10K 1/8w 1%,10,J16.1,,,,,,
,1211,Resistor 10K 5w (P),10,J16.1,,,,,,
,1212,Resistor 10K MiniMelf,9,J16.1,,,,,,
,1213,Resistor 10K 1/4w,40,J16.1,,,,,,
,1214,Resistor 10K 10w (P),5,J16.1,,,,,,
,1215,Resistor 10K 1w,20,J16.1,,,,,,
,1216,MJE702 To-126,7,J16.2,,,,,,
,1217,UAF1780DP Dip-16,2,J17.1,,,,,,
,1218,MAX485 Dip-8 (P),2,J17.2,,,,,,
,1219,MAX485 Soic-8,4,J17.2,,,,,,
,1220,Capacitor 2200uf 63v,5,J18.1,,,,,,
,1221,Diodo Zener 3v3 1w 1N4728 ,9,J19.1,,,,,,
,1222,CD4503BCN Dip-16,2,J19.2,,,,,,
,1223,M51997P Dip-14,2,J20.1,,,,,,
,1224,IRF3504PBF D-Pak,1,J20.2,,,,,,
,1225,Resistor 51R SMD 1206,3,J21.1,,,,,,
,1226,Diodo Zener 12v 1N759/1N5242 ,23,J21.2,,,,,,
,1227,Diodo Zener 12v Sod-80,1,J21.2,,,,,,
,1228,Trimpot 50K Deitado,2,J22.1,,,,,,
,1229,RELE 24v 1A JRC-19F 8PINOS,3,J22.2,,,,,,
,1230,Capacitor 470uf 200v,1,J23.1,,,,,,
,1231,NEON,1,J23.2,,,,,,
,1232,"Capacitor Poliester 0,22nF 1250V",1,J24.1,,,,,,
,1233,"Capacitor Poliester 680nF 1,6Kv",2,J24.2,,,,,,
,1234,VIPER12A DIP-8,1,J25.1,,,,,,
,1235,"Capacitor 2,2nF SMD 0805",23,J25.2,,,,,,
,1236,DS26C32ATM Soic-16,2,J26.1,,,,,,
,1237,74HCT00D Soic-14,4,J26.2,,,,,,
,1238,RN65D Resistor 10K 1/2w 1%,1,J27.1,,,,,,
,1239,SN79518P Dip-8,1,J27.2,,,,,,
,1240,Resistor 45R 3w 1% ,1,J28.1,,,,,,
,1241,Resistor 27R  5w,3,J28.2,,,,,,
,1242,Resistor 27R 2w,1,J28.2,,,,,,
,1243,Resistor 27R 15w,1,J28.2,,,,,,
,1244,HT48R05A-1 WideSoic-18,1,J29.1,,,,,,
,1245,BAS28WH6327 Sot-343,3,J29.2,,,,,,
,1246,"BAS28,215 Sot-143B",5,J29.2,,,,,,
,1247,LM2670 To-263,1,J30.1,,,,,,
,1248,"Capacitor Tantalo 4,7uF 35v SMD 1208 (TAJC475K)",4,J30.2,,,,,,
,1249,"Capacitor Tantalo 4,7uF 35V SMD 0805 (P)",0,J30.2,,,,,,
,1250,"Capacitor Tantalo Gota 4,7uF 35v",14,J30.2,,,,,,
,1251,"Capacitor 4,7uF 35v SMD",7,J30.2,,,,,,
,1252,CP82C55AZ Dip-40,1,J31.1,,,,,,
,1253,Capacitor Tantalo 10nF 35V SMD 1206,1,J31.2,,,,,,
,1254,Capacitor Ceramico 100nF  SMD 1206,40,J32.1,,,,,,
,1255,Capacitor Ceramico 100nF SMD 0805,26,J32.1,,,,,,
,1256,Resistor 475R SMD 0805,10,J32.2,,,,,,
,1257,IGBT 600v 16A G4BC20KD To-220,3,J33.1,,,,,,
,1258,"Resistor  0,039R SMD 2512",5,J33.2,,,,,,
,1259,ADM483 Soic-8,1,J34.1,,,,,,
,1260,LED SMD Verde,6,J34.2,,,,,,
,1261,LF347M Soic-14,2,J35.1,,,,,,
,1262,"LF347 Dip-14 (TEM NA PROESI,MAS INDISPONIVEL NO MOMENTO)",5,J35.1,,,,,,
,1263,Diodo Schottky 100v 1A S100 SMD,4,J35.2,,,,,,
,1264,EPF8282ALC84-4 PLCC-84,1,J36.1,,,,,,
,1265,LT1180ACSW  Soic-18,1,J36.2,,,,,,
,1266,NCP500SN33T1G Sot-23-5,2,J37.1,,,,,,
,1267,Trimpot 200k Deitado,3,J37.2,,,,,,
,1268,Resistor 210R 1/2W 1%,4,J38.1,,,,,,
,1269,Capacitor 470uF 63V,5,J38.2,,,,,,
,1270,AM26LS31 Dip-16,1,J39.1,,,,,,
,1271,AM26LS31 Soic-16 (7272),4,J39.1,,,,,,
,1272,Resistor 280R 1/4W 1%,5,J39.2,,,,,,
,1273,Transistor 60v 3A TIP32  To-220,6,J40.1,,,,,,
,1274,Capacitor Poliester 0.033uF 275VAC ( 33nF ),2,J40.2,,,,,,
,1275,X24645P Dip-8,1,J41.1,,,,,,
,1276,XC3020APC84BKJ,1,J41.2,,,,,,
,1277,BSP350 Sot-223,5,J42.1,,,,,,
,1278,Resistor 680K 3w,3,J42.2,,,,,,
,1279,LS141CT To-18,1,J43.1,,,,,,
,1280,SN65ALS1176 (6A1176) Soic-8,1,J43.2,,,,,,
,1281,Capacitor Ceramico 10nF SMD 0805,0,J44.1,,,,,,
,1282,Resistor 680R SMD 0805,5,J44.2,,,,,,
,1283,Diodo 1N5656A,1,J45.1,,,,,,
,1284,"SCR 50v 1,6A 2N2323 (Obsoleto) To-18",1,J45.2,,,,,,
,1285,151-0220-00 To-92,6,J46.1,,,,,,
,1286,Diodo 103-405-0032,7,J46.2,,,,,,
,1287,Diodo 200v 4A 1N3070 ,1,J47.1,,,,,,
,1288,Diodo 023 097 402,2,J47.2,,,,,,
,1289,HEF4017 Soic-16,6,J48.1,,,,,,
,1290,HEF4017 Dip-16,3,J48.1,,,,,,
,1291,DM74ALS163BN Dip-16,1,J48.2,,,,,,
,1292,HCF4016BE Dip-14,1,K1.1,,,,,,
,1293,SD74HC151 Dip-16,6,K1.2,,,,,,
,1294,SN74LS393 Dip-14,7,K2.1,,,,,,
,1295,TNY264PN Dip-7,2,K2.2,,,,,,
,1296,DM74S03N Dip-14,2,K3.1,,,,,,
,1297,HD74LS10P Dip-14,2,K3.2,,,,,,
,1298,HD74LS10 So-14,1,K3.2,,,,,,
,1299,74HC74 Dip-14,10,K4.1,,,,,,
,1300,74HC74 So-14,11,K4.1,,,,,,
,1301,74LS74 Dip-14,6,K4.1,,,,,,
,1302,74LS74 So-14,1,K4.1,,,,,,
,1303,Resistor 140R 1/4w 1%,9,K4.2,,,,,,
,1304,TLP541 Dip-6 (Obsoleto),1,K5.1,,,,,,
,1305,4N33 Dip-6,2,K5.2,,,,,,
,1306,74HC595N Dip-16,23,K6.1,,,,,,
,1307,74HC595 Soic-16 (P),23,K6.1,,,,,,
,1308,74HC595 Sop-16,9,K6.1,,,,,,
,1309,UCC2895N Dip-20,1,K6.2,,,,,,
,1310,TL052IDR Soic-8,2,K7.1,,,,,,
,1311,STF8045DV,2,K7.2,,,,,,
,1312,SN7406N Dip-14,1,K8.1,,,,,,
,1313,LM339N Dip-14,6,K8.2,,,,,,
,1314,Rele 12Vdc 20A 5pinos,2,K9.1,,,,,,
,1315,74HC153 Dip-16,5,K9.2,,,,,,
,1316,74HC153 SOIC-16,6,K9.2,,,,,,
,1317,Capacitor Poliester 2200pF 2000V/500ac,1,K10.1,,,,,,
,1318,PIC16F676 Dip-14,1,K10.2,,,,,,
,1319,SD7442E Dip-16,1,K11.1,,,,,,
,1320,LM348 Dip-14,6,K11.2,,,,,,
,1321,LM348 Soic-14,4,K11.2,,,,,,
,1322,SD4013B / MC14013 / MN4013 Dip-14,5,K12.1,,,,,,
,1323,MC14013B Soic-14,2,K12.1,,,,,,
,1324,74LS244 Dip-20,8,K12.2,,,,,,
,1325,MAX253CSA Soic-8,10,K13.1,,,,,,
,1326,CD4002BCN Dip-14,3,K13.2,,,,,,
,1327,ULN2003APG Soic-16,14,K14.1,,,,,,
,1328,ULN2003A Dip-16,12,K14.1,,,,,,
,1329,18CV8P-25 Dip-20,2,K14.2,,,,,,
,1330,SG3524 Dip-16,2,K15.1,,,,,,
,1331,SG3524 Soic-16,3,K15.1,,,,,,
,1332,CY7C164-15PC Dip-22,1,K15.2,,,,,,
,1333,74LS02 Dip-14,6,K16.1,,,,,,
,1334,LM358P  Dip-8,13,K16.2,,,,,,
,1335,LM358 Soic-8,17,K16.2,,,,,,
,1336,HCPL2631 Dip-8,5,K17.1,,,,,,
,1337,MC1403 Dip-8,1,K17.2,,,,,,
,1338,MAX690 Dip-8,2,K18.1,,,,,,
,1339,4N25 Dip-6,4,K18.2,,,,,,
,1340,MAX680 Dip-8,2,K19.1,,,,,,
,1341,IRFD024 Dip-4,2,K19.2,,,,,,
,1342,UC3843B - Soic- 8,4,K20.1,,,,,,
,1343,UC3843 Dip-8,11,K20.1,,,,,,
,1344,UC3843 Soic-14,3,K20.1,,,,,,
,1345,UC3845D  Soic-14, ,K20.2,,,,,,
,1346,UC3845 Dip-8,2,K20.2,,,,,,
,1347,74HC240 Soic-20,8,K21.1,,,,,,
,1348,BC327 T0-92,10,K21.2,,,,,,
,1349,M48Z08-100PC1 Dip-28,3,K22.1,,,,,,
,1350,BQ3287AMT,1,K22.2,,,,,,
,1351,AM27C64-150,3,K23.1,,,,,,
